¿Qué efecto tiene el Ibuprofeno sobre los pacientes que tienen Covid-19?	['no hay evidencia científica que relacione al ibuprofeno con un agravamiento del Covid-19']
¿Quién es el ministro de salud de Francia?	['Olivier Veran']
¿Qué comorbilidades se asocian a muertes por Covid-19?	['enfermedades cerebrovasculares y coronarias, diabetes e hipertensión']
¿Quién es Charlotte Warren-Gash?	['profesor asociado de epidemiología en la Escuela de Higiene y Medicina Tropical de Londres']
¿En qué tipo de locales es obligatorio el uso de tapabocas por el momento?	['']
¿Quién está evaluando la medida?	['autoridades de esa gremial y el secretario de Presidencia, Álvaro Delgado']
¿Cuándo se implementaría la medida?	['en los próximos días']
¿Cuándo empezará a ser obligatorio el uso de tapabocas en grandes superficies?	['Este viernes']
¿En cuáles comercios será obligatorio el uso de tapabocas en los próximos días?	['asociados al Centro de Almaceneros Minoristas, Baristas, Autoservicistas y Afines del Uruguay (CAMBADU)']
¿Cuál es uno de los sectores más afectados por la pandemia?	['sector gastronómico']
¿Cuándo se decretó la cuarentena en la Argentina?	['Al cumplirse un mes']
¿Cuándo apareció el primer caso de Covid en la Argentina?	['el 3 de marzo']
¿Dónde apareció el primer caso de Covid en la Argentina?	['']
¿Quién es el Ministro del Interior de la Argentina?	['Eduardo Wado de Pedro']
¿Quién es el Ministro de Transporte de la Argentina?	['Mario Meoni']
¿Cuál es el costo que genera traer de manera extraordinaria a 172 uruguayos del exterior?	['']
¿Cuántos uruguayos arribarán hacía Uruguay desde Lima?	['75']
¿Cuántos uruguayos arribarán hacía Uruguay desde Cusco?	['72']
¿Cuántos uruguayos arribarán hacía Uruguay desde Santa Cruz?	['siete']
¿Cuántos uruguayos arribarán hacía Uruguay desde Europa?	['18']
¿Cuál es el porcentaje de asistencia luego de la vuelta a clases presenciales?	['36%']
¿Cuándo comenzaron las clases en escuelas rurales?	['en la mañana del miércoles', 'este miércoles']
¿Cuándo comienzan las clases presenciales en el resto de escuelas del país?	['']
¿Cuándo se retomaron las clases presenciales en escuelas rurales?	['en la mañana del miércoles', 'este miércoles']
¿Cuándo vuelven las clases presenciales a todas las escuelas?	['']
¿Cuántos alumnos están yendo a clase en las escuelas rurales?	['']
¿Cuántas escuelas rurales hay en Uruguay?	['547', '547']
¿Cuántas escuelas rurales retomaron las clases presenciales?	['344', '344', '344']
¿Cuántas escuelas rurales volvieron a la presencialidad?	['344', '344', '344']
¿Cuántos estudiantes asistieron a las escuelas rurales en los primeros días de clase presencial?	['1.030', '36%']
¿El gobierno tiene planes para aumentar la asistencia a las escuelas rurales?	['']
¿En cuántas escuelas rurales comenzaron las clases?	['344', '344', '344']
¿En qué ciudad hay clases presenciales?	['']
¿En qué departamento fue la mayor asistencia? 	['']
¿En qué departamentos comenzaron las clases presenciales?	['']
¿Hay alguna alternativa virtual para los niños que no concurrieron a la clase presencial?	['materiales para enviar a sus 16 alumnos por Whatsapp']
¿Qué medidas se tomarán para la asistencia a la escuela?	['utilizamos tapabocas, mantener distancia con los compañeros, lavado de manos más frecuente y con cuidados, alfombra con hipoclorito a la entrada, no compartir útiles y en el recreo jugar sin contacto']
¿Qué protocolo se sigue para la asistencia a las escuelas rurales?	['utilizamos tapabocas, mantener distancia con los compañeros, lavado de manos más frecuente y con cuidados, alfombra con hipoclorito a la entrada, no compartir útiles y en el recreo jugar sin contacto']
¿Quién resolvió el retorno a la presencialidad en las escuelas rurales?	['']
¿Quién organizó el concurso La Cuarentena?	['Facultad de Arquitectura, Diseño y Urbanismo de la Universidad de la República']
¿Cuál es el premio del concurso La Cuarentena?	['']
¿Quiénes forman parte del jurado del concurso La Cuarentena?	['Julio Pereira, Ernesto Ryan, Nicolás Garrido y Mariana Cecilio, junto con Leonardo Finotti']
¿Cuál es el acrónimo de la Universidad de la República?	['Udelar']
¿Cuál es la nacionalidad de Mariana Cecilio?	['brasileño']
¿Dónde se encuentran las bases del concurso La Cuarentena?	['ladiaria.com.uy/U1M']
¿En qué países existe la renta básica?	['']
¿Cuántas personas se encuentran por debajo de la línea de pobreza en Uruguay?	['']
¿Cuántos deportistas uruguayos han sido casos positivos de Covid19?	['']
¿Cuántos jugadores de rugby han sido casos positivos de Covid19?	['Dos']
¿Cuántos jugadores de hockey han sido casos positivos de Covid19?	['tres']
¿Quiénes fueron los primeros contagiados de Covid19 en el deporte uruguayo?	['Dos jugadores de rugby y tres jugadoras de hockey']
¿Qué relación existe entre los deportistas de contagiados?	['asistir al casamiento donde estuvo presente Carmela Hontou']
¿Cuál es la principal estrategia que emplean los gobiernos ante la situación de emergencia sanitaria?	['']
¿Qué estrategia plantea el gobierno de Uruguay ante el coronavirus?	['']
¿Cuándo cerró las escuelas el Reino Unido a causa del coronavirus?	['ayer']
¿Cuántas personas se estima que pueden verse afectadas por el Covid19?	['millones de personas']
¿Qué recomiendan los científicos británicos para combatir el coronavirus?	['aislar los casos sospechosos, poner en cuarentena a quienes viven con ellos, y también poner a resguardo a ancianos y personas con factores de riesgo']
¿Cuántos son los casos activos de coronavirus?	['3.828']
¿Cuántos son los fallecimientos por coronavirus?	['5.896']
¿Cuál fue la positividad de este martes?	['3,3%']
¿Cuántos casos nuevos hay en Montevideo?	['147']
¿Cuántos casos hay en CTI?	['107']
¿Dónde se va a transmitir el encuentro virtual de diseño?	['a través del canal en Instagram @latirfestival']
¿Quiénes participan del encuentro virtual de diseño?	['diseñadores, ilustradores, emprendedores y creativos', 'Palo y Nuel, un dúo creativo que trabaja bajo el nombre de Estudio Santa Rita', 'Amadeo Gonzales', 'Choper Nawers', 'San Spiga', 'Sasha Natasha', 'Martín Azambuja', 'Berch Kotogian', 'Panco Sassano', 'Pepita Sandwich']
¿Cuándo se va a desarrollar el encuentro virtual de diseño?	['Hasta el 25 de abril']
¿Dónde se puede ver la información sobre el encuentro virtual de diseño?	['latirfestival.com']
¿Cuántos casos de Covid19 hay registrados en Brasil?	['']
¿Cuántos uruguayos hay varados en Brasil por el Covid19?	['']
¿Cuándo se decretará el cierre de fronteras con Brasil?	['entre hoy de noche y mañana']
¿Cuándo cerró Brasil las fronteras con Uruguay?	['acaba de emitir un decreto']
¿Cuáles son los requisitos para que los habitantes de ciudades en la frontera puedan circular como lo hacen habitualmente?	['cualquier certificado que acredite su residencia']
¿Cuántas personas se dedican al servicio doméstico en Uruguay?	['']
¿Cuántas trabajadores fueron despedidas debido a la pandemia?	['14']
¿Cuál es el sindicato de trabajadoras domésticas?	['Sindicato Único de Trabajadoras Domésticas (SUTD)']
¿Qué porcentaje de trabajadores del servicio doméstico son mujeres?	['99%']
¿A qué se dedica Yaneth Mazzoleni?	['dirigente del Sindicato Único de Trabajadoras Domésticas']
¿Cuánto se les paga a los hoteles contratados por el Mides?	['15.000 dólares mensuales']
¿A qué hoteles se trasladó a las personas en situación de calle?	['Urban Express']
¿Cuál es el acrónimo del MInisterio de Desarrollo Social?	['Mides']
¿Cuál es la dirección del hotel Urban Express?	['Andes y Uruguay']
¿Quién es el director de Coordinación de Programas para Personas en Situación de Calle del Mides?	['Gabriel Cunha']
¿Quién es el director general de Secretaría del Mides?	['Nicolás Martinelli']
¿Quién es Lacalle Pou?	['el presidente']
¿Qué estrategias tomó el gobierno uruguayo para combatir el Coronavirus?	['']
¿Cuántos femicidios ocurrieron en la primera quincena Marzo de 2020?	['cuatro']
¿A qué se dedica Magdalena Furtado?	['representante de ONU Mujeres en Uruguay']
¿A qué se dedica Soledad Quesada?	['directora de la Asesoría para la Igualdad de Género de la Intendencia de Montevideo']
¿Cuántas casos positivos de covid se registran en España hasta la fecha?	['20.410']
¿Qué actividades escenciales se suspendieron en España por la pandemia?	['']
¿En qué fecha comenzó el confinamiento en España?	['El domingo']
¿Qué recomendó la Organización Mundial de la Salud para contener la propagación del virus?	['testeos masivos']
¿Qué ciudad de España es la más afectada por el coronavirus?	['Madrid']
¿Cuándo comenzó la pandemia en Italia?	['']
¿Quién es el Primer Ministro de Italia?	['Giuseppe Conte']
¿Quién es el Ministro de Salud de Italia?	['']
¿Cuándo comienza la reapertura tras la pandemia en Italia?	['a partir del 4 de mayo']
¿Cuál fase de la reapertura gradual comienza el 4 de mayo en Italia?	['“fase dos”']
¿De quién espera recibir apoyo Giuseppe Conte para la reapertura en Italia?	['de la Unión Europea (UE)', 'del bloque comunitario', 'La UE y la Eurozona']
¿Cuántos puntos tiene la estrategia sanitaria de reapertura de Italia?	['cinco']
¿Por dónde se puede ver el seminario de Isol Misenta?	['a través del Instagram Live de @plastilinarte']
¿Cuándo va a ser el seminario de Isol Misenta?	['esta tarde a las 17.00']
¿Quién es Isol Misenta?	['autora e ilustradora argentina']
¿A quién está dirigido el seminario de Isol Misenta?	['para familias']
¿Qué materiales es necesario tener para participar del taller de Isol Masenta?	['cartulinas (preferiblemente blancas), un par de hojas blancas por participante, tijera y trincheta, crayolas, lápices de colores o marcadores']
¿Qué premio ganó Isol Masenta?	['el Memorial Astrid Lindgren 2013']
¿Cuáles son las comunidades?	['pueblo kichwa']
¿De qué parte de Ecuador son las comunidades?	['Sarayaku']
¿Cuántas firmas fueron entregadas a la Fiscalía General del Estado?	['más de 250.000']
¿En qué consistió el decreto del 3 de octubre?	['eliminó el subsidio a los combustibles']
¿Cuántas personas viven en el territorio sarayaku?	['1.340']
¿Cuántas muertes se registran en Brasil desde que comenzó la pandemia del coronavirus?	['531.688']
¿Cuántos casos activos de coronavirus registra Brasil actualmente?	['1.009.534']
¿Cuántas vacunas anticovid se han dado en total a la población de Brasil?	['111,8 millones']
¿Cuántas vacunas distribuyó en total el gobierno de Brasil?	['147,1 millones']
¿Cuántos casos nuevos de Covid19 registró Brasil en las últimas 24 horas?	['57.737']
¿Cuándo retornarán los uruguayos varados en Perú?	['']
¿Cuántos uruguayos hay varados en Perú?	['más de 120']
¿Cuántos aviones traerán a los uruguayos en Perú?	['Dos']
¿Quién es el Ministro de Relaciones Exteriores	['Ernesto Talvi']
¿Quiénes tendrán prioridad durante la repatriación?	['adultos mayores, personas en “situación de vulnerabilidad”, familias con hijos menores y aquellas personas que han estado varadas “por más tiempo”']
¿Cuál fue la causa de la suspensión de la asamblea de Wanderers?	['la pandemia del nuevo coronavirus']
¿Qué medidas ha tomado la Asociación Uruguaya de Fútbol?	['']
¿Para qué fecha estaba fijada la asamblea?	['este sábado 21 de marzo']
¿Qué equipos han postergado actividades sociales?	['todos los equipos de la Asociación Uruguaya de Fútbol']
¿Hasta qué fecha se puede realizar la asamblea?	['12 de abril']
¿Para qué fecha estaba previsto el Sudamericano femenino sub 17 postergado por el Covid19?	['15 de abril']
¿Para qué fecha fue postergrado el Sudamericano femenino sub 17?	['a fines de agosto, principios de setiembre']
¿En qué país se desarrollará el Sudamericano sub 17 de fútbol femenino?	['Uruguay']
¿En qué estadio estaba previsto jugar la primer fase del Sudamericano sub 17 en Uruguay?	['estadio Charrúa de Montevideo']
¿En qué departamento de Uruguay estaba previsto jugar la fase final del Sudamericano sub 17?	['Colonia']
¿Qué es la AUF?	['Asociación Uruguaya de Fútbol']
¿Cuántos futbolistas fueron enviados a seguro de paro por la pandemia?	['']
¿Qué equipos tomaron la decisión?	['Defensor Sporting y Plaza Colonia']
¿Qué extranjeros fueron liberados por los clubes uruguayos?	['Imanol Enríquez partió hacia Buenos Aires; los paraguayos Guido Verdún y Santiago Irala viajaron a Asunción, y el brasileño Leonai Souza']
¿Cuántos días de actividad son necesarios para contar con seguro de paro?	['al menos 180']
¿Qué tipo de trabajadores de los clubes de fútbol son enviados a seguro de paro?	['los futbolistas del plantel principal forman parte de este grupo, sino que también se suman el cuerpo técnico, los trabajadores con cargos rentados y la mayoría de la gente que trabaja en el área administrativa']
¿Cuál era la fecha original del plebiscito?	['22 de abril']
¿Cuál es la nueva fecha del plebiscito?	['']
¿Qué medidas económicas se tomaron en Rusia?	['aumentó el monto del seguro por desempleo, implementó pagos especiales para familias con niños por los próximos tres meses, y anunció un impuesto de 15% a los dividendos en cuentas extrajeras']
¿Qué medidas económicas  para las empresas se tomaron en Rusia?	['postergó los pagos de todos los impuestos, excepto el IVA']
¿Cuáles días serán no laborables?	['la semana del sábado 28 hasta el 5 de abril']
¿Qué síntomas tiene el Coronavirus de las aves?	['síntomas respiratorios, pero puede agravarse por infecciones secundarias']
¿Cuándo se detecó el primer caso de Coronavirus en un ave?	['2002']
¿Qué son los virus?	['entidades biológicas compuestas de material hereditario y proteínas que requieren necesariamente de un hospedero para replicarse y generar copias de sí mismos']
¿Qué son los Coronavirus?	['virus con envoltura (una capa lipídica asociada a glicoproteínas), cuyo genoma o conjunto de información genética es una única hebra de ARN de entre 25 y 32 kb']
¿Cuáles son los dos grandes grupos de Coronavirus de acuerdo a su origen?	['uno proveniente de las aves y otro de mamíferos (murciélagos)']
¿Cuántos empleos se estima que se perderán por la pandemia?	['']
¿Cuántos trabajadores informales hay en Uruguay?	['25% del total']
¿Cuándo se anunció la llegada del coronavirus a Uruguay?	['No pasó una semana']
¿Cuáles son los sectores más golpeados por la pandemia?	['el turismo, el comercio y el transporte']
¿Qué medidas se tomaron para la contención del virus?	['cierre de los centros de estudio, la cancelación de los espectáculos públicos y la recomendación de permanecer en los hogares, evitar los espacios públicos y las aglomeraciones de personas']
¿Cuántos casos positivos de Covid19 se han registrado hasta el momento en residenciales?	['']
¿Cuántos muertes por Covid19 se han registrado hasta el momento en residenciales?	['']
¿Qué recomienda el ministerio para las personas mayores para evitar contagios de Covid19?	['distanciamiento físico, uso de masacrilla y alcohol en gel']
¿Dónde sugiere el MSP festejar el día del padre?	['en el hogar']
¿Qué recomienda el MSP en relación a los residenciales y la salida de los residentes ?	['no se recomienda la salida del residente del establecimiento']
¿Qué es el IVA?	['']
¿Cuánto aumentó el IVA?	['disminución del descuento para las compras con tarjeta de débito -de 4% a 2%- y de crédito']
¿Cuál fue la disminución del descuento para las tarjetas de débito?	['de 4% a 2%']
¿Qué es el Frente Amplio?	['coalición de izquierda']
¿Quién es Javier Miranda?	['El presidente del FA']
¿Cuántos casos activos de covid-19 hay en Italia?	['28.710']
¿Cuántos casos de covid-19 suma Italia desde el inicio de la pandemia?	['35.713']
¿Cuántas personas fallecieron en Italia a causa del covid-19 desde el inicio de la pandemia?	['2.978']
¿Cuál es el país más golpeado por el covid-19?	['Italia']
¿Cuál es el país de origen del covid-19?	['China']
¿Cuántas personas se encuentran realizando teletrabajo en Uruguay en el contexto de la pandemia?	['']
¿Qué significa teletrabajar?	['actividad laboral que se lleva a cabo fuera de la organización']
¿Qué beneficios puede generar el teletrabajo a los empleadores?	['optimización de recursos, la disminución de gastos operativos']
¿Qué establece el marco jurídico en relación a la modalidad de teletrabajo?	['no está contenida en el marco jurídico']
¿Qué beneficios puede generar el teletrabajo a los empleados?	['reducción de costos y tiempo']
¿Cuántos cines cerraron durante la pandemia?	['']
¿Qué porcentaje de gente dejó de ir al cine durante la pandemia?	['']
"¿Qué contiene el sitio ""Cine.ar""? "	['decenas de películas, series, documentales y cortos de producción argentina']
"¿Quiénes protagonizan la pelicula ""Alelí""?"	['Néstor Guzzini, Cristina Morán, Mirella Pascual y Romina Peluffo']
¿Dónde tiene sede la plataforma?	['Medellín']
¿Qué medidas pide el SMU?	['“medidas drásticas de prevención” de la expansión del Covid-19, entre ellas una “cuarentena general”']
¿Hasta cuándo propone el SMU que debe ser la cuarentena?	['']
¿Cuáles pacientes no deben ser atendidos sin bioseguridad según el SMU?	['portadores o sospechosos de COVID-19']
¿Cuáles son ejemplos de lugares que deben cerrarse?	['restaurantes, centros comerciales y otros posibles lugares de esparcimiento del virus']
¿Cuál es el beneficio de tener una amplia disponibilidad de tests?	['detectar el virus en las personas, como una forma de “mejorar la estrategia de prevención, de aislamiento en contactos y sobre todo del personal sanitario para no mermar los recursos humanos del sistema de salud”']
¿Qué es la OFI?	['La Organización del Fútbol del Interior']
¿Cuándo se reiniciarán los torneos de fútbol?	['15 de mayo']
¿En qué etapa se suspendión la Copa Nacional de Selecciones?	['cuando estaban por empezar a jugarse los cuartos de final de la Fase Nacional']
¿Cuáles selecciones habían sido campeonas unos días antes?	['San José, Salto y Canelones del Este']
¿Qué partidos se jugarán en cuartos de final?	['Canelones del Este-Paysandú, Cerro Largo-San José, Rocha-Río Negro y Canelones-Salto']
¿Qué tarifas aumentaron por el coronavirus?	['']
¿Cuándo aumentarán las tarifas?	['1 de abril']
¿Qué organizaciones se juntaron para disctutir preocupaciones del coronavirus?	['El PIT-CNT, la Federación Uruguaya de Cooperativas de Vivienda por Ayuda Mutua (FUCVAM), la Organización Nacional de Asociaciones de Jubilados y Pensionistas del Uruguay (ONAJPU), la Federación de Estudiantes Universitarios de Uruguay (FEUU), la Intersocial Feminista y el colectivo Ovejas Negras']
¿Qué personas son las mas afectadas?	['“viven en condiciones de mayor vulnerabilidad”']
¿Qué porcentaje de los trabajadores no tiene subsidio de desempleo?	['25%']
¿Cómo es el momento que está pasando el humor español?	['momento dorado']
¿Dónde se puede encontrar el humor español?	['YouTube']
¿En dónde se pueden encontrar los videos de standup?	['Youtube']
"¿De qué trata la ""Pantomima Full""?"	['parodia de tipos urbanos: el emprendedor, el ciclista, el adicto al trabajo, el salidor, el solitario, el místico, el crossfitero, el fanático de la cerveza artesanal, el de la sidra']
¿Cuál sería el objetivo de la broma en Montevideo?	['el “nuevo uruguayo”']
¿Qué es la OMS?	['Organización Mundial de la Salud']
¿Qué ejercicios se pueden realizar en el hogar para mantener la salud física?	['bajar y subir escaleras']
¿Qué recomienda la OMS en relación a la alimentación para atravesar la pandemia?	['Limitar el consumo de alcohol y evitar bebidas azucaradas']
¿Qué puede provocar fumar en relación al coronavirus?	['aumenta el peligro de verse afectado por otras enfermedades graves']
¿A qué número se puede envíar mensaje para suscribirse a las actualizaciones de coronavirus previstas por la OMS?	['0041798931892']
¿Cuánto es el distanciamiento social recomendado por el MSP?	['']
¿Cuántos casos activos de covid-19 hay en Uruguay?	['79']
¿Qué porcentaje de los casos de covid-19 son leves?	['80%']
¿Qué porcentaje de los casos de covid-19 son críticos?	['5%']
¿Cuáles son los principales síntomas del covid-19?	['fiebre, tos –en general seca o poco productiva–, dificultad respiratoria, resfrío, dolor de garganta, decaimiento, dolores musculares y articulares, cefalea y, en menor frecuencia, dolor abdominal y en ocasiones diarrea']
¿Qué monto incluye la financiación de diagnósticos?	['hasta 80% del costo reconocido del proyecto con un monto máximo de $ 6.000.000”', '6.000.000 de pesos']
¿Quiénes pueden participar en el desafío?	['proyectos conjuntos entre al menos una empresa y una institución de investigación y desarrollo']
¿Qué es la ANII?	['La Agencia Nacional de Investigación e Innovación']
¿Cuándo deben estar disponibles los kits de diagnóstico?	['antes de mayo de 2020', 'antes del 1/5/2020']
¿Cuándo vence el plazo para la presentación de proyectos?	['en una semana']
¿Cuántos casos activos de coronavirus registra Argentina actualmente?	['']
¿Cuántas muertes se registran en Argentina desde que comenzó la pandemia del coronavirus?	['98.148']
¿Cuántos casos positivos de coronavirus registra Argentina desde que comenzó la pandemia?	['4.627.537']
¿Cuál es la cantidad máxima de casos positivos de Covid19 que registró Argentina en un solo día?	['41.080']
¿Cuántos tests de Covid19 se realizaron en Argentina desde que comenzó la pandemia?	['17,5 millones']
¿Qué normas se dejan de aplicar?	['']
¿Quién tomó la medida?	['la Agencia de Protección Ambiental']
¿Quién es Cao Liping?	['representante del Ministerio de Ecología Medio Ambiente']
